,property_id,extra
16706,LJBB Nina,
16707,Full Moon,6
16708,D'Padang,9
16709,Puri Kelapa,B2 ( Double)
16710,Uluwatu Cottages,Suite
16711,Gili Eco,Bungalow 2
16712,Uluwatu Cottages,Double
16713,LJBB Nina,
16714,Kubu N2,1
16715,Puri Pandawa,Deluxe 1
16716,Puri Kelapa,D1 (twin)
16717,Kembang Kuning,
16718,Maha Ungasan,5 (Garden View)
16719,LJBB Bungalow,
16720,LJBB Bungalow,
16721,LJBB Nina,
16722,Buana,Bale Dauh
16723,LJBB Nina,
16724,The Alchemist,Le Petit Prince
16725,LJBB Bungalow,
16726,LJBB Bungalow,
16727,LJBB Nina,
16728,Kubu N2,1
16729,LJBB Shaka,
16730,D'Padang,1
16731,The Alchemist,Blanche Niege
16732,The Alchemist,Family Cabin
16733,LJBB Bungalow,
16734,LJBB Nina,
16735,LJBB Bungalow,
16736,Bingin Surf Left,
16737,Villa Kama,1
16738,Bingin Surf Left,
16739,The Alchemist,One Love
16740,Bingin Surf Left,
16741,The Alchemist,Le Petit Prince
16742,LJBB Bungalow,
16743,Come Back,3
16744,Puri Kelapa,7 (double)
16745,Lebak,4
16746,LJBB Nina,
16747,Puri Kelapa,3 (twin)
16748,Puri Kelapa,B2 ( Double)
16749,Puri Kelapa,1 (Twin)
16750,Puri Pandawa,Deluxe 2
16751,Puri Kelapa,2 (double)
16752,LJBB Shaka,
16753,LJBB Bungalow,
16754,LJBB Bungalow,
16755,LJBB Bungalow,
16756,LJBB Bungalow,
16757,Uluwatu Cottages,Double
16758,LJBB Bungalow,
16759,LJBB Nina,
16760,Villa Arindra,
16761,9 Nelayan,Wood Cabin
16762,D'Padang,9
16763,Kubu N2,1
16764,LJBB Shaka,
16765,Uluwatu Cottages,Double
16766,D'Padang,2
16767,Buana,103
16768,The Jepun,1
16769,The Alchemist,Blanche Niege
16770,Villa Casa Putih,
16771,Maha Ungasan,
16772,Come Back,4
16773,D'Padang,10
16774,D'Padang,8
16775,Villa Bingin Luna,
16776,D'Padang,9
16777,Full Moon,5
16778,Puri Kelapa,B2 ( Double)
16779,Batu Jaran Hill,1
16780,LJBB Shaka,
16781,LJBB Shaka,
16782,LJBB Nina,
16783,LJBB Bungalow,
16784,Villa Loluan,2
16785,LJBB Bungalow,
16786,Puri Kelapa,A1 (twin)
16787,Villa Purnama,
16788,Kubu N2,2
16789,Buana,208
16790,NDBV Lot 3,
16791,NDBV Lot 3,
16792,Kubu N2,2
16793,Buana,102
16794,D'Padang,2
16795,Bingin Surf Left,
16796,LJBB Bungalow,
16797,Lebak,5
16798,Puri Kelapa,9 (double)
16799,Batu Jaran Hill,1
16800,Villa Cahaya,
16801,Kembang Kuning,
16802,Puri Kelapa,A2 (double)
16803,Elements Social House,8
16804,LJBB Bungalow,
16805,Villa Kura Kura,
16806,Puri Kelapa,5 (double)
16807,Puri Kelapa,3 (twin)
16808,Puri Kelapa,12 (double)
16809,Lebak,9
16810,Puri Kelapa,2 (double)
16811,Puri Kelapa,12 (double)
16812,LJBB Shaka,
16813,Villa Arindra,
16814,Villa Arindra,
16815,Villa Arindra,
16816,Villa Arindra,
16817,LJBB Shaka,
16818,9 Nelayan,Wind Cabin
16819,D'Padang,8
16820,D'Padang,7
16821,LJBB Bungalow,
16822,Kubu N2,1
16823,Villa Idaman,1
16824,LaJoya1 Deluxe Room,
16825,Come Back,7
16826,LJBB Nina,
16827,Lebak,1
16828,Villa Cahaya,
16829,Uluwatu Cottages,Double
16830,Batu Jaran Hill,1
16831,Kubu N2,1
16832,Come Back,5
16833,D' Padang,Rooms
16834,D' Padang,Rooms
16835,Villa Kama,3
16836,D' Padang,Rooms
16837,Uluwatu Cottages,Double + Extra Bed
16838,Maha Ungasan,
16839,Kembang Kuning,
16840,Puri Kelapa,3 (twin)
16841,Kembang Kuning,
16842,Puri Kelapa,1 (Twin)
16843,The Alchemist,Le Petit Prince
16844,LJBB Nina,
16845,LJBB Bungalow,
16846,Rama Village,SHITA 1
16847,Villa Kura Kura,
16848,Uluwatu Cottages,Double
16849,Uluwatu Cottages,Double
16850,Kembang Kuning,
16851,LJBB Shaka,
16852,Villa Cahaya,
16853,LJBB Bungalow,
16854,LJBB Bungalow,
16855,LJBB Bungalow,
16856,LJBB Bungalow,
16857,LJBB Bungalow,
16858,Villa Papaya,
16859,LJBB Shaka,
16860,Villa Arindra,
16861,La Cabane Std,
16862,D' Padang,Rooms
16863,LJBB Bungalow,
16864,9 Nelayan,Wind Cabin
16865,Villa Singa (6BR Villa),
16866,NDBV Lot 3,
16867,LaJoya1 Standard Room,
16868,Villa Arindra,
16869,Taman Bintang,Concrete Twn (Condong)
16870,Puri Kelapa,11 (twin)
16871,Puri Kelapa,12 (double)
16872,Batu Jaran Hill,1
16873,Puri Kelapa,11 (twin)
16874,Batu Jaran Hill,1
16875,Puri Kelapa,A1 (twin)
16876,Batu Jaran Hill,1
16877,Elements Social House,8
16878,LJBB Shaka,
16879,LJBB Shaka,
16880,LJBB Shaka,
16881,LJBB Shaka,
16882,LJBB Shaka,
16883,LJBB Bungalow,
16884,LJBB Nina,
16885,Kubu N2,2
16886,Kubu N2,2
16887,LJBB Bungalow,
16888,Villa Kama,2
16889,Kembang Kuning,
16890,Puri Kelapa,3 (twin)
16891,Batu Jaran Hill,1
16892,Villa Asmara,
16893,D' Padang,Rooms
16894,NDBV Lot 3,
16895,Villa Purnama,
16896,The Alchemist,Blanche Niege
16897,La Cabane Dlx,
16898,Villa Cahaya,
16899,Puri Kelapa,A2 (double)
16900,Kembang Kuning,
16901,Kembang Kuning,
16902,Puri Pandawa,Deluxe 4
16903,Kubu N2,2
16904,Villa Bingin Luna,
16905,Puri Kelapa,B1 (twin)
16906,Bingin Surf Left,
16907,Bingin Surf Left,
16908,LJBB Shaka,
16909,LJBB Shaka,
16910,LJBB Shaka,
16911,LJBB Shaka,
16912,LJBB Shaka,
16913,LJBB Nina,
16914,Villa Idaman,1
16915,Villa Idaman,1
16916,LJBB Bungalow,
16917,LJBB Nina,
16918,LJBB Nina,
16919,LJBB Shaka,
16920,LJBB Bungalow,
16921,Puri Kelapa,9 (double)
16922,LJBB Nina,
16923,LJBB Nina,
16924,Batu Jaran Hill,1
16925,Kubu N2,2
16926,LJBB Nina,
16927,LJBB Bungalow,
16928,LJBB Shaka,
16929,La Cabane Std,
16930,La Cabane Std,
16931,Buana,205
16932,LJBB Bungalow,
16933,The Alchemist,Le Petit Prince
16934,Villa Ayunan,
16935,LJBB Shaka,
16936,LJBB Shaka,
16937,LJBB Nina,
16938,LJBB Bungalow,
16939,NDBV Lot 3,
16940,Bingin Surf Left,
16941,Puri Kelapa,A2 (double)
16942,NDBV Lot 3,
16943,LJBB Bungalow,
16944,La Cabane Std,
16945,D' Padang,Rooms
16946,D' Padang,Rooms
16947,The Jepun,1
16948,Puri Kelapa,9 (double)
16949,Kutuh Manak,8
16950,Puri Kelapa,2 (double)
16951,D'Padang,4
16952,LJBB Shaka,
16953,LJBB Nina,
16954,The Alchemist,Le Petit Prince
16955,LJBB Shaka,
16956,LJBB Shaka,
16957,LJBB Nina,
16958,LJBB Shaka,
16959,LJBB Bungalow,
16960,LJBB Bungalow,
16961,LJBB Nina,
16962,LJBB Shaka,
16963,LJBB Shaka,
16964,LJBB Bungalow,
16965,LJBB Shaka,
16966,LJBB Bungalow,
16967,Uluwatu Cottages,Double
16968,The Alchemist,Le Petit Prince
16969,Batu Jaran Hill,1
16970,Lebak,4
16971,Kutuh Manak,6
16972,Come Back,4
16973,Bingin Surf Left,
16974,Bingin Surf Left,
16975,Red Salt,
16976,Elements Social House,9
16977,Elements Social House,10
16978,Elements Social House,11
16979,Elements Social House,12
16980,Elements Social House,13
16981,Bingin Surf Left,
16982,Villa Bingin Luna,
16983,Puri Kelapa,B1 (twin)
16984,Elements Social House,8
16985,LJBB Shaka,
16986,Kubu N2,1
16987,Villa Kama,1
16988,D'Padang,9
16989,LJBB Nina,
16990,LJBB Bungalow,
16991,The Jepun,1
16992,Kubu N2,2
16993,LJBB Shaka,
16994,LJBB Bungalow,
16995,LJBB Bungalow,
16996,D'Padang,2
16997,Villa Mundaka,
16998,Batu Jaran Hill,1
16999,Buana,201
17000,Buana,207
17001,Puri Kelapa,8 (twin)
17002,Villa Zen,
17003,Puri Kelapa,4 (double)
17004,LJ1 Superior Family Room,
17005,Batu Jaran Hill,1
17006,Puri Kelapa,11 (twin)
17007,LJBB Bungalow,
17008,Kubu N2,1
17009,LJBB Nina,
17010,Kubu N2,2
17011,Villa Idaman,1
17012,Kubu N2,1
17013,Kubu N2,2
17014,D'Padang,2
17015,Villa Cerita Indah,
17016,LJBB Nina,
17017,LJBB Shaka,
17018,La Cabane Std,
17019,LJBB Shaka,
17020,The Alchemist,Family Cabin
17021,LJBB Shaka,
17022,Villa Kama,3
17023,LJBB Bungalow,
17024,Villa Arindra,
17025,D' Padang,Rooms
17026,Puri Pandawa,Deluxe 1
17027,D' Padang,Rooms
17028,Puri Kelapa,3 (twin)
17029,LJBB Bungalow,
17030,Uluwatu Cottages,Twin
17031,Batu Jaran Hill,1
17032,Villa Singa (6BR Villa),
17033,LJBB Bungalow,
17034,Uluwatu Cottages,Double
17035,Batu Jaran Hill,1
17036,The Alchemist,Le Petit Prince
17037,NDBV Lot 6,
17038,LJBB Bungalow,
17039,LJBB Bungalow,
17040,Buana,205
17041,Villa Bingin Luna,
17042,Buana,104
17043,LJBB Shaka,
17044,Batu Jaran Hill,1
17045,LJBB Bungalow,
17046,Kutuh Manak,5
17047,Come Back,8
17048,Uluwatu Cottages,Double
17049,Buana,101
17050,Batu Jaran Hill,1
17051,Villa Idaman,2
17052,LJBB Bungalow,
17053,Kubu N2,1
17054,LJBB Bungalow,
17055,LJBB Shaka,
17056,LJBB Nina,
17057,The Jepun,1
17058,The Alchemist,Le Petit Prince
17059,The Alchemist,Le Petit Prince
17060,LJBB Bungalow,
17061,The Alchemist,Family Cabin
17062,LJBB Shaka,
17063,LJBB Shaka,
17064,LJBB Nina,
17065,LJBB Nina,
17066,LJBB Bungalow,
17067,Villa Kama,3
17068,Batu Jaran Hill,1
17069,The Alchemist,Le Petit Prince
17070,LJBB Bungalow,
17071,LJBB Shaka,
17072,D'Padang,3
17073,La Cabane Std,
17074,D' Padang,Rooms
17075,Villa Bulan,
17076,Elements Social House,10
17077,Elements Social House,11
17078,Elements Social House,17
17079,Elements Social House,18
17080,Villa Cahaya,
17081,Puri Kelapa,10 (double)
17082,Uluwatu Cottages,Suite
17083,La Cabane Dlx,
17084,LJBB Shaka,
17085,LJBB Shaka,
17086,LJBB Bungalow,
17087,Puri Kelapa,A1 (twin)
17088,LJBB Shaka,
17089,LJBB Shaka,
17090,LJBB Shaka,
17091,LJBB Shaka,
17092,LJBB Bungalow,
17093,LJBB Shaka,
17094,LJBB Shaka,
17095,LJBB Shaka,
17096,LJBB Shaka,
17097,Villa Bulan,
17098,LJBB Shaka,
17099,LJBB Bungalow,
17100,D'Padang,3
17101,Batu Jaran Hill,1
17102,Batu Jaran Hill,1
17103,D'Padang,1
17104,La Cabane Std,
17105,Bingin Surf Left,
17106,Villa Kama,2
17107,D'Padang,3
17108,D'Padang,2
17109,Kubu N2,2
17110,LJBB Shaka,
17111,Buana,204
17112,The Alchemist,Blanche Niege
17113,Bingin Surf Left,
17114,LJBB Bungalow,
17115,Puri Kelapa,2 (double)
17116,Uluwatu Cottages,
17117,Villa Arindra,
17118,Villa Arindra,
17119,Kutuh Manak,2
17120,D'Padang,10
17121,Puri Kelapa,B2 ( Double)
17122,D' Padang,Rooms
17123,Villa Idaman,2
17124,Buana,207
17125,Jepun Sari,92 (Double)
17126,La Cabane Std,
17127,LJBB Bungalow,
17128,LJBB Nina,
17129,LJBB Nina,
17130,LJBB Shaka,
17131,Villa Bingin Luna,
17132,LJBB Bungalow,
17133,Puri Kelapa,9 (double)
17134,D'Padang,5
17135,Villa Papaya,
17136,Come Back,2
17137,Puri Pandawa,Deluxe 1
17138,Villa Idaman,1
17139,Villa Idaman,2
17140,9 Nelayan,Wind Cabin
17141,LJBB Shaka,
17142,D'Padang,6
17143,D'Padang,5
17144,Villa Zen,
17145,Kutuh Manak,2
17146,The Alchemist,Blanche Niege
17147,Batu Jaran Hill,1
17148,Bingin Surf Left,
17149,Batu Jaran Hill,1
17150,Villa Arindra,
17151,Villa Kama,4
17152,Puri Kelapa,B1 (twin)
17153,LJBB Shaka,
17154,Maha Ungasan,3 (Garden View)
17155,Villa Zen,
17156,LJBB Bungalow,
17157,Villa Arindra,
17158,LJBB Shaka,
17159,LJBB Shaka,
17160,LJBB Shaka,
17161,Puri Kelapa,4 (double)
17162,Puri Kelapa,7 (double)
17163,LJBB Bungalow,
17164,LJBB Bungalow,
17165,Batu Jaran Hill,1
17166,Batu Jaran Hill,1
17167,Batu Jaran Hill,1
17168,The Jepun,1
17169,Lebak,2
17170,Buana,103
17171,Uluwatu Cottages,Double
17172,LJBB Shaka,
17173,LJBB Shaka,
17174,9 Nelayan,Wood Cabin
17175,Puri Kelapa,1 (Twin)
17176,Puri Kelapa,2 (double)
17177,Kutuh Manak,3
17178,Kutuh Manak,2
17179,Jepun Sari,90 (Twin)
17180,D'Padang,7
17181,D'Padang,8
17182,Batu Jaran Hill,1
17183,Puri Kelapa,7 (double)
17184,Kubu N2,1
17185,LJBB Shaka,
17186,Uluwatu Cottages,Double
17187,Buana,102
17188,Batu Jaran Hill,1
17189,Puri Kelapa,4 (double)
17190,The Jepun,1
17191,The Alchemist,Family Cabin
17192,LJBB Shaka,
17193,The Alchemist,Le Petit Prince
17194,NDBV Lot 6,
17195,LJBB Bungalow,
17196,Villa Papaya,
17197,LJBB Bungalow,
17198,LJBB Shaka,
17199,LJBB Bungalow,
17200,LJBB Bungalow,
17201,LJBB Bungalow,
17202,LJBB Bungalow,
17203,LaJoya1 Deluxe Room,
17204,LJBB Bungalow,
17205,Buana,202
17206,LJ1 Superior Family Room,
17207,LaJoya1 Deluxe Bungalow,
17208,Buana,201
17209,The Alchemist,Le Petit Prince
17210,The Alchemist,Le Petit Prince
17211,The Alchemist,Family Cabin
17212,Lebak,5
17213,Puri Kelapa,A1 (twin)
17214,Bingin Surf Left,
17215,LJBB Nina,
17216,Kubu N2,1
17217,LJBB Shaka,
17218,LJBB Shaka,
17219,Villa Cahaya,
17220,Dreamview Villa,
17221,LJBB Bungalow,
17222,Villa Papaya,
17223,The Alchemist,Le Petit Prince
17224,LJBB Bungalow,
17225,Villa Arindra,
17226,LJBB Bungalow,
17227,La Cabane Std,
17228,Batu Jaran Hill,1
17229,La Cabane Paz Family,
17230,NDBV Lot 3,
17231,LJBB Shaka,
17232,LaJoya1 Standard Bungalow,
17233,LJBB Bungalow,
17234,Villa Cahaya,
17235,Puri Kelapa,4 (double)
17236,D'Padang,1
17237,LJBB Bungalow,
17238,The Jepun,1
17239,The Jepun,1
17240,Villa Kama,3
17241,Buana,208
17242,Come Back,9
17243,Wira Homestay,11 (King)
17244,Batu Jaran Hill,1
17245,Puri Kelapa,A1 (twin)
17246,Lebak,2
17247,Kubu N2,1
17248,Villa Kama,4
17249,Buana,207
17250,Puri Kelapa,B2 ( Double)
17251,Bingin Surf Left,
17252,D'Padang,1
17253,LJBB Bungalow,
17254,NDBV Lot 3,
17255,Batu Jaran Hill,8
17256,LJBB Bungalow,
17257,LJBB Bungalow,
17258,LJBB Shaka,
17259,The Alchemist,Blanche Niege
17260,Villa Idaman,1
17261,Villa Idaman,2
17262,Puri Kelapa,7 (double)
17263,Buana,201
17264,D'Padang,5
17265,D'Padang,1
17266,LJBB Bungalow,
17267,LJBB Bungalow,
17268,Villa Zen,
17269,D'Padang,4
17270,LJBB Bungalow,
17271,The Alchemist,Family Cabin
17272,The Alchemist,Le Petit Prince
17273,LJBB Shaka,
17274,The Alchemist,Family Cabin
17275,LJBB Bungalow,
17276,LJBB Nina,
17277,Kutuh Manak,2
17278,Batu Jaran Hill,1
17279,D'Padang,8
17280,Come Back,3
17281,Jepun Sari,91 (Double)
17282,Villa Cerita Indah,
17283,D'Padang,9
17284,D'Padang,10
17285,LaJoya1 Standard Bungalow,
17286,Puri Kelapa,A1 (twin)
17287,D'Padang,3
17288,Lebak,2
17289,Jepun Sari,96 (Suite)
17290,Elements Social House,8
17291,Buana,204
17292,LJBB Nina,
17293,LJBB Bungalow,
17294,Villa Cerita Indah,
17295,Villa Cerita Indah,
17296,LJBB Shaka,
17297,LJBB Nina,
17298,LJBB Nina,
17299,LJBB Nina,
17300,Bingin Surf Left,
17301,LJBB Nina,
17302,The Alchemist,Blanche Niege
17303,Puri Kelapa,7 (double)
17304,LJBB Nina,
17305,LJBB Nina,
17306,Puri Kelapa,A1 (twin)
17307,The Alchemist,Family Cabin
17308,D'Padang,5
17309,D'Padang,5
17310,9 Nelayan,Water Cabin
17311,LJBB Bungalow,
17312,LaJoya1 Deluxe Room,
17313,D'Padang,4
17314,D'Padang,3
17315,Buana,105 (Twin)
17316,Kembang Kuning,
17317,LJBB Bungalow,
17318,Kubu N2,1
17319,Villa Singa (6BR Villa),
17320,Villa Zen,
17321,LJBB Nina,
17322,LJBB Nina,
17323,LJBB Bungalow,
17324,LJBB Bungalow,
17325,Uluwatu Cottages,Suite
17326,LJBB Bungalow,
17327,The Alchemist,Le Petit Prince
17328,LJBB Bungalow,
17329,LJBB Bungalow,
17330,9 Nelayan,Wood Cabin
17331,LJBB Bungalow,
17332,D' Padang,Rooms
17333,D' Padang,Rooms
17334,D'Padang,2
17335,Puri Kelapa,3 (twin)
17336,Come Back,5
17337,Come Back,9
17338,The Alchemist,Le Petit Prince
17339,The Alchemist,Blanche Niege
17340,LJBB Bungalow,
17341,LJBB Shaka,
17342,LJBB Nina,
17343,LJBB Nina,
17344,LJBB Bungalow,
17345,LJBB Bungalow,
17346,LJBB Bungalow,
17347,LJBB Bungalow,
17348,LJBB Bungalow,
17349,LJBB Bungalow,
17350,LJBB Bungalow,
17351,LJBB Bungalow,
17352,LJBB Bungalow,
17353,LJBB Bungalow,
17354,LJBB Shaka,
17355,Lebak,1
17356,Lebak,9
17357,Lebak,8
17358,Lebak,7
17359,Lebak,6
17360,Lebak,5
17361,Lebak,4
17362,Lebak,3
17363,Lebak,2
17364,Villa Papaya,
17365,Villa Papaya,
17366,LJBB Bungalow,
17367,LJBB Shaka,
17368,D'Padang,5
17369,Villa Bulan,
17370,Villa Cahaya,
17371,La Cabane Std,
17372,Villa Arindra,
17373,LJBB Bungalow,
17374,Uluwatu Cottages,Double
17375,LJBB Bungalow,
17376,NDBV Lot 3,
17377,LJBB Bungalow,
17378,D'Padang,6
17379,D'Padang,2
17380,D'Padang,5
17381,Kutuh Manak,2
17382,Villa Cerita Indah,
17383,LJBB Bungalow,
17384,Buana,205
17385,Villa Bulan,
17386,Puri Kelapa,5 (double)
17387,Villa Idaman,1
17388,Villa Idaman,2
17389,Villa Bulan,
17390,Puri Kelapa,5 (double)
17391,Kutuh Manak,5
17392,LJBB Shaka,
17393,Kutuh Manak,6
17394,The Jepun,1
17395,Puri Kelapa,10 (double)
17396,Puri Kelapa,A1 (twin)
17397,LJBB Shaka,
17398,LJBB Bungalow,
17399,LJBB Nina,
17400,Puri Kelapa,5 (double)
17401,LJBB Bungalow,
17402,Puri Kelapa,5 (double)
17403,Puri Kelapa,5 (double)
17404,LJ1 Std Family Room,
17405,LJBB Shaka,
17406,LJBB Nina,
17407,D'Padang,1
17408,9 Nelayan,Wood Cabin
17409,LJBB Bungalow,
17410,Villa Kama,4
17411,LJBB Bungalow,
17412,LJBB Bungalow,
17413,Puri Kelapa,6 (double)
17414,Puri Kelapa,5 (double)
17415,D'Padang,5
17416,Puri Kelapa,8 (twin)
17417,Puri Kelapa,5 (double)
17418,LJBB Bungalow,
17419,Uluwatu Cottages,Double
17420,LJBB Shaka,
17421,Villa Asmara,
17422,Villa Kama,3
17423,Puri Kelapa,A1 (twin)
17424,Villa Cahaya,
17425,Villa Zen,
17426,LJBB Bungalow,
17427,Batu Jaran Hill,1
17428,Puri Kelapa,B2 ( Double)
17429,Puri Kelapa,B1 (twin)
17430,Puri Kelapa,A1 (twin)
17431,LJBB Nina,
17432,Villa Kama,1
17433,Bingin Surf Left,
17434,Bingin Surf Left,
17435,The Jepun,1
17436,LJBB Shaka,
17437,Uluwatu Cottages,Double
17438,Uluwatu Cottages,Double
17439,LJBB Bungalow,
17440,LJBB Nina,
17441,Puri Kelapa,A2 (double)
17442,Puri Kelapa,B2 ( Double)
17443,Puri Kelapa,B1 (twin)
17444,Puri Kelapa,A2 (double)
17445,LJBB Bungalow,
17446,Puri Kelapa,A2 (double)
17447,Puri Kelapa,A1 (twin)
17448,Puri Kelapa,A1 (twin)
17449,LJBB Shaka,
17450,Kubu N2,1
17451,Puri Kelapa,B2 ( Double)
17452,Puri Kelapa,B2 ( Double)
17453,D'Padang,1
17454,Come Back,4
17455,LaJoya1 Standard Bungalow,
17456,9 Nelayan,Wood Cabin
17457,Puri Kelapa,B2 ( Double)
17458,Puri Kelapa,A1 (twin)
17459,Puri Kelapa,A1 (twin)
17460,LaJoya1 Deluxe Bungalow,
17461,LJ1 Superior Family Room,
17462,LJBB Bungalow,
17463,D'Padang,1
17464,Puri Kelapa,B1 (twin)
17465,Come Back,8
17466,LJBB Bungalow,
17467,The Alchemist,Family Cabin
17468,Buana,206 (Twin)
17469,Villa Idaman,1
17470,Kubu N2,1
17471,Villa Idaman,2
17472,LJBB Bungalow,
17473,LJBB Shaka,
17474,Buana,207
17475,D'Padang,3
17476,D'Padang,3
17477,Kutuh Manak,5
17478,D'Padang,1
17479,D'Padang,2
17480,Kutuh Manak,6
17481,NDBV Lot 6,
17482,LJBB Shaka,
17483,LJBB Shaka,
17484,D'Padang,3
17485,D'Padang,4
17486,LJBB Shaka,
17487,Kubu N2,1
17488,LJBB Bungalow,
17489,Villa Papaya,
17490,LJBB Shaka,
17491,LJBB Nina,
17492,Uluwatu Cottages,Double
17493,LJBB Shaka,
17494,Kutuh Manak,1
17495,Kubu N2,2
17496,Puri Kelapa,2 (double)
17497,The Alchemist,Blanche Niege
17498,Kubu N2,1
17499,LJBB Shaka,
17500,Kubu N2,1
17501,Buana,205
17502,Villa Kama,2
17503,Kubu N2,1
17504,The Alchemist,Le Petit Prince
17505,LJBB Shaka,
17506,The Alchemist,Family Cabin
17507,Villa Bingin Luna,
17508,Puri Kelapa,8 (twin)
17509,D'Padang,9
17510,D'Padang,10
17511,LJBB Nina,
17512,LJBB Nina,
17513,LJBB Nina,
17514,Villa Idaman,1
17515,Villa Idaman,2
17516,Maha Ungasan,4 (Garden View)
17517,Villa Kura Kura,
17518,Uluwatu Cottages,Suite
17519,Maha Ungasan,
17520,LJBB Shaka,
17521,LJBB Shaka,
17522,The Alchemist,Le Petit Prince
17523,LJBB Nina,
17524,Maha Ungasan,
17525,Jepun Sari,91 (Double)
17526,LJBB Shaka,
17527,LJBB Shaka,
17528,Uluwatu Cottages,Double
17529,La Cabane Std,
17530,Villa Asmara,
17531,LJBB Shaka,
17532,LaJoya1 Standard Bungalow,
17533,LJBB Nina,
17534,Villa Bingin Luna,
17535,Bingin Surf Left,
17536,Lebak,7
17537,Puri Kelapa,A1 (twin)
17538,Puri Kelapa,Family
17539,Lebak,5
17540,Puri Kelapa,11 (twin)
17541,Villa Bingin Luna,
17542,The Jepun,1
17543,LJBB Nina,
17544,LJBB Shaka,
17545,Uluwatu Cottages,Double
17546,LJBB Bungalow,
17547,Villa Zen,
17548,LJBB Nina,
17549,LJBB Nina,
17550,LJBB Shaka,
17551,NDBV Lot 6,
17552,Villa Idaman,1
17553,Villa Idaman,2
17554,Villa Arindra,
17555,The Hideaway,
17556,Buana,102
17557,LJBB Shaka,
17558,Batu Jaran Hill,1
17559,LJBB Nina,
17560,Lebak,1
17561,Driftwood,
17562,Bingin Surf Left,
17563,Puri Kelapa,8 (twin)
17564,LJBB Nina,
17565,Villa Ayunan,
17566,Villa Bingin Luna,
17567,LJBB Nina,
17568,LJBB Bungalow,
17569,LJBB Nina,
17570,LJBB Shaka,
17571,LJBB Nina,
17572,NDBV Lot 3,
17573,Kubu N2,1
17574,Kubu N2,2
17575,LJBB Bungalow,
17576,The Alchemist,Le Petit Prince
17577,9 Nelayan,Water Cabin
17578,Uluwatu Cottages,Twin
17579,The Alchemist,Family Cabin
17580,LJBB Bungalow,
17581,LJBB Bungalow,
17582,LJBB Shaka,
17583,Villa Idaman,1
17584,Uluwatu Cottages,Double
17585,D'Padang,4
17586,Villa Cerita Indah,
17587,Puri Kelapa,Family
17588,Villa Kura Kura,
17589,LJBB Bungalow,
17590,Buana,105 (Twin)
17591,Puri Kelapa,B1 (twin)
17592,Come Back,3
17593,LJBB Bungalow,
17594,LJBB Bungalow,
17595,Uluwatu Cottages,Twin
17596,La Cabane Dlx,
17597,Villa Kama,3
17598,BiuBiu Kumala,Villa SO1
17599,LJBB Shaka,
17600,La Cabane Dlx,
17601,Bingin Surf Left,
17602,LJBB Shaka,
17603,LaJoya1 Standard Room,
17604,LJBB Shaka,
17605,LJBB Nina,
17606,LJBB Bungalow,
17607,LJBB Shaka,
17608,LJBB Bungalow,
17609,LJBB Shaka,
17610,LJBB Shaka,
17611,LJBB Shaka,
17612,The Alchemist,Le Petit Prince
17613,The Alchemist,Blanche Niege
17614,Jepun Sari,91 (Double)
17615,Villa Kama,1
17616,Lebak,1
17617,Lebak,5
17618,Villa Ayunan,
17619,Villa Ayunan,
17620,Bingin Surf Left,
17621,Bingin Surf Left,
17622,Dreamview Villa,
17623,Kubu N2,2
17624,Elements Social House,7
17625,LaJoya1 Standard Bungalow,
17626,Elements Social House,8
17627,Puri Kelapa,1 (Twin)
17628,9 Nelayan,Wood Cabin
17629,Villa Cerita Indah,
17630,Elements Social House,17
17631,Rama Village,LAKSAMANA 1
17632,Jepun Sari,89 (Twin)
17633,Bingin Surf Left,
17634,Bingin Surf Left,
17635,LJBB Bungalow,
17636,Uluwatu Cottages,Double
17637,Kubu N2,1
17638,D'Padang,1
17639,NDBV Lot 6,
17640,Sleeping Buddha,
17641,Uluwatu Cottages,Double
17642,Villa Idaman,1
17643,Villa Idaman,2
17644,LJBB Nina,
17645,Villa Idaman,1
17646,LJBB Nina,
17647,LaJoya1 Standard Room,
17648,D'Padang,1
17649,Villa Idaman,1
17650,Villa Idaman,2
17651,LJBB Shaka,
17652,Batu Jaran Hill,1
17653,LJBB Bungalow,
17654,Maha Ungasan,
17655,Villa Ayunan,
17656,LJ1 Std Family Room,
17657,Puri Kelapa,2 (double)
17658,LJBB Shaka,
17659,Villa Loluan,Canggu
17660,Kubu N2,2
17661,Buana,201
17662,Bingin Surf Left,
17663,LJBB Nina,
17664,Villa Arindra,
17665,LJBB Nina,
17666,LJBB Nina,
17667,Villa Arindra,
17668,Kembang Kuning,
17669,D'Padang,1
17670,LJBB Shaka,
17671,LJBB Shaka,
17672,Kubu N2,1
17673,Uluwatu Cottages,Double
17674,Kubu N2,1
17675,Villa Idaman,1
17676,Villa Idaman,2
17677,Bingin Surf Left,
17678,Bingin Surf Left,
17679,Puri Kelapa,A2 (double)
17680,Jepun Sari,94 (Double)
17681,Puri Kelapa,B1 (twin)
17682,Jepun Sari,93 (Double)
17683,LJBB Shaka,
17684,Batu Jaran Hill,1
17685,Puri Kelapa,A1 (twin)
17686,Kubu N2,2
17687,Uluwatu Cottages,Suite
17688,Uluwatu Cottages,Double + Extra Bed
17689,Puri Kelapa,A1 (twin)
17690,Villa Bingin Luna,
17691,Uluwatu Cottages,Double
17692,LJBB Shaka,
17693,Puri Kelapa,8 (twin)
17694,Puri Kelapa,B2 ( Double)
17695,Jepun Sari,90 (Twin)
